English,Chinese
diets scoring high on the MDS and AHEI are marked by higher consumption of fruits and vegetables and lower consumption of red meats and trans fats .,"['在 MDS 和 AHEI 上高分的饮食标志着更高的水果和蔬菜摄入量,更低的红肉和跨脂肪摄入量。']"
atrial fibrillation ( AF ) is associated with increased risks for stroke and other thromboembolic complications .,['甲状腺纤维化(AF)与中风和其他血管肿瘤并发症的风险增加有关。']
"by identifying asymptomatic AF , clinicians might be able to improve outcomes by instituting earlier use of anticoagulation .","['通过识别无症状的AF,临床医生可能会通过提前使用抗凝固来改善结果。']"
data were obtained via a publicly accessible mobile phone app ; its manufacturer provided some funding .,['数据通过公众可用的移动电话应用程序获取;其制造商提供了一些资金。']
"the model was validated in 51 patients undergoing cardioversion , with excellent sensitivity ( 98 % ) and specificity ( 90 % ) .","['该模型在51名心脏病患者中被验证,具有优秀的敏感性(98%)和特性(90%)。']"
these findings show the potential of smartwatches to passively detect AF .,['这些发现表明智能手表能够被动检测AF的潜力。']
"previous reports indicated an increased incidence of myocardial infarction ( MI ) following influenza infection ( e.g. , NEJM JW Infect Dis Mar 2018 and N Engl J Med 2018 Jan 25 ; 378 : 345 ) .","['以前的报告表明,由于流感感染,心脏病发作(MI)的发病率增加(例如,NEJM JW Infect Dis Mar 2018和N Engl J Med 2018年1月25日;378:345)。']"
is this association true for other respiratory infections and other cardiovascular events ?,['这种联系是否适用于其他呼吸道感染和其他心血管事件?']
"if so , how long do the elevated risks persist ?","['如果是这样,那么这些风险会持续多久呢?']"
a total of 1227 MI episodes and 762 stroke episodes occurred within 28 days of pneumococcal and viral respiratory infections ; the median age of patients at the date of the cardiovascular events was 68 years .,"['共发生了1227次中风事件和762次中风事件,在28天内发生了肺炎和病毒呼吸道感染;患者的平均年龄在心血管事件的日期为68年。']"
"similarly , the adjusted IRs for a first MI or stroke in days 1 to 3 after infection with a respiratory virus ( mainly influenza ) were 5.6 ( P = 0.003 ) and 6.8 ( P = 0.007 ) .","['同样,在呼吸病毒感染(主要是流感)后1至3天的第一次MI或中风时,调整的IR为5.6(P = 0.003)和6.8(P = 0.007)。']"
IRS were higher with influenza than for other respiratory viruses .,['感染流感的IRS比其他呼吸病毒更高。']
IRS for MI and stroke following respiratory infections declined after days 1 to 3 but remained elevated through day 28 .,"['呼吸道感染后的MI和中风的IRS在1至3天后下降,但在28天内保持上升。']"
this is the largest epidemiological study to date of the association between respiratory infections and cardiovascular morbidity .,"['这是迄今为止最大的流行病学研究,呼吸道感染与心血管疾病之间的联系。']"
it confirms the higher incidence of MI after viral respiratory infections reported previously and expands the association to pneumococcal infections and stroke .,"['它确认了在病毒呼吸道感染之前报告的MI的发病率更高,并扩大了与肺炎感染和中风的联系。']"
these data represent additional arguments for the use of influenza and pneumococcal vaccines .,['这些数据代表了使用流感和肺炎疫苗的额外论点。']
"however , comparative evidence is limited .","['但是,比较的证据是有限的。']"
the primary outcome was the proportion of men who received a diagnosis of clinically significant cancer .,['主要结果是患有临床意义的癌症诊断的男性比例。']
secondary outcomes included the proportion of men who received a diagnosis of clinically insignificant cancer .,['其次结果包括患有临床上无意义的癌症诊断的男性比例。']
a total of 500 men underwent randomization .,['总共有500名男子遭到随机化。']
"MRI , with or without targeted biopsy , was noninferior to standard biopsy , and the 95 % confidence interval indicated the superiority of this strategy over standard biopsy .","['MRI,有或没有目标生物检测,不低于标准生物检测,95%的信任间隔表明该策略比标准生物检测优越。']"
"despite randomized trials showing that men with clinically insignificant cancer do not benefit from treatment , 2,3 its identification still results in the overtreatment of some men .","['尽管随机的研究表明,患有临床上无意义的癌症的男性不受治疗的好处,但其识别仍然导致某些男性的过度治疗。']"
"some men will receive radical treatment that has side effects , 4,5 and others will undergo active surveillance with repeated assessment over time that has costs for patients and health care systems.6,7","['有些人将接受具有副作用的激进治疗,4,5和其他人将接受积极的监测,随着时间的推移,有病人和医疗保健系统的成本。']"
an alternative diagnostic pathway in men with a clinical suspicion of prostate cancer involves multiparametric magnetic resonance imaging ( MRI ) .,['患有前列腺癌的临床怀疑的男性的替代诊断路径包括多参数磁响图(MRI)。']
"with better standardization of the conduct and reporting of multiparametric MRI , the ability to detect clinically significant cancer and to rule it out has improved over the past decade.1,8,9","['随着对多参数MRI的行为和报告的更好标准化,在过去的十年中,能够检测和控制临床上有意义的癌症的能力有所改善。']"
"multiparametric MRI could be used as a triage test to avoid a biopsy if the results were negative , 1 whereas positive results could be used for targeting abnormal areas in the prostate during biopsy.10,11","['多参数MRI可以用作试验,以避免生物检测,如果结果是负面的,1而积极的结果可以用来在生物检测期间针对前列腺异常区域。']"
"we conducted this multicenter , randomized , noninferiority trial at 25 centers in 11 countries ( Table S1 in the Supplementary Appendix , available with the full text of this article at NEJM.org ) .","['我们在11个国家的25个中心进行了这项多中心、随机、非低级测试(附件中的S1表,可在NEJM.org上找到本文的完整文本)。']"
