English,Chinese
left VENTRICULAR EJECTION FRACTION AND SUBSEQUENT OUTCOMES,"Left ventricular ejection fraction (LVEF) is a measure of how much blood the left ventricle of the heart pumps out with each beat. LVEF is an important predictor of future cardiovascular events, such as heart failure, stroke, and death."
"of the remaining 567 patients , 318 ( 56 % ) had paired imaging at baseline and at 4 months for measurement of left ventricular ejection fraction .",在剩余的567名病人中，有318名（56%）在基线和4个月时进行了成对的影像检查，以测量左心室射血分数。
"in contrast , among patients without myocardial viability , there was no improvement in left ventricular ejection fraction in either treatment group ( Figure 3 ) .",相比之下，在没有心肌可活力的病人中，两组治疗都没有改善左心室射血分数（图3）。
our study showed a lower incidence of death from any cause with CABG plus medical therapy than with medical therapy alone .,我们的研究表明，CABG加上医疗治疗相比仅靠医疗治疗，死亡率较低。
"however , the tests of interaction between myocardial viability and treatment effect of CABG were not significant for any of the three end points .",然而，对于三个终点来说，心肌活力与CABG治疗效果之间的测试并不显著。
"therefore , we must conclude that there is no statistical evidence of association between myocardial viability and benefit from CABG .",因此，我们必须得出结论，肌酐与CABG的益处之间没有统计学证据相关联。
"a number of various possibilities , alone or in combination , may account for the negative results of our study .","There are a number of possible explanations for the negative results of our study, either alone or in combination."
"it is certainly possible that a true biologic interaction exists between myocardial viability and the benefit of revascularization and that we were unable to unveil it because of the relatively small number of patients , especially patients without myocardial viability , included in our study .",有可能存在一种真正的心肌活性与再血管化益处之间的生物学相互作用，我们之所以没能发现它，是因为我们的研究对象相对较少，特别是没有心肌活性的患者。
"a complementary explanation is that the physiological complexity underpinning the potential therapeutic benefit of surgical revascularization cannot be surmised from the results of a single test of myocardial viability , particularly when those results are expressed in a dichotomous fashion ( i.e. , patients having or not having viability ) .",一个补充解释是，手术再血管化的潜在治疗效益的生理复杂性无法从一项心肌可活性测试的结果中推断出来，特别是当这些结果以二元化的方式表示（即患者有或没有可活性）时。
"in fact , previous results from the STICH trial showed that the degree of left ventricular systolic dysfunction and remodeling and the number of stenotic coronary arteries appear to be stronger determinants of the benefit of revascularization than myocardial viability.19",实际上，STICH试验的先前结果表明，心肌功能障碍和心肌重构的程度以及狭窄的冠状动脉数量似乎是决定再血管化效益的更强因素。19
patients with ischemic cardiomyopathy often present with complex and challenging clinical scenarios .,缺血性心肌病患者经常出现复杂而具挑战性的临床情况。
"therefore , the results of tests for detection of viable myocardium must be interpreted within the context of the multiplicity of factors necessary to reach the best treatment decision for each patient .",因此，必须在每个患者的最佳治疗决策的背景下解释存活的心肌的检测结果。
"these factors include not only the results of functional tests but also the anatomical extent of coronary and myocardial disease , as well as the regional correspondence between segmental left ventricular dysfunction and the likelihood of successful revascularization of the corresponding coronary arteries .",这些因素不仅包括功能测试的结果，还包括心冠和心肌病的解剖范围，以及段落左心室功能障碍与相应心冠血管成功再通的区域对应关系。
a putative mechanism that mediates the benefit of CABG among patients with myocardial viability is the improvement in left ventricular systolic function that results from revascularization .,一种据称可以使心肌有生命力的人从CABG中受益的机制是，通过再血管化改善左心室收缩功能。
"in our study , a modest but significant increase in left ventricular ejection fraction at 4 months was indeed observed among patients with viable myocardium .",在我们的研究中，4个月后可见心脏组织中离心率的轻微但显著增加。
"nevertheless , when the amount of viable myocardium was assessed as a continuous variable , no association was observed between the extent of viability and the magnitude of improvement in left ventricular function either with or without CABG , findings that indicate that the quantitative relationship between these variables is weak .",尽管如此，当可生存的心肌的数量被评估为一个连续变量时，无论是否有CABG，在左心室功能的改善程度上都没有观察到可生存程度与这些变量之间的量化关系是微弱的。
"there was no association between improvement in left ventricular ejection fraction at 4 months and subsequent survival , nor was there a significant interaction between myocardial viability and changes in left ventricular ejection fraction with regard to death from any cause or death from cardiovascular causes .","There was no association between improvement in left ventricular ejection fraction at 4 months and subsequent survival, nor was there a significant interaction between myocardial viability and changes in left ventricular ejection fraction with regard to death from any cause or death from cardiovascular causes."
