,Unnamed: 0_x,English,Chinese_Google,Dict_Acc_Google,Terms_Google,Correct_Terms_Google,Unnamed: 0_y,Chinese_M2M,Dict_Acc_M2M,Terms_M2M,Correct_Terms_M2M,Unnamed: 0,Chinese_GPT,Dict_Acc_GPT,Terms_GPT,Correct_Terms_GPT,Human Eval Google,Human Eval M2M,Human Eval Medical M2M,Human Eval GPT
1673,1660,"in addition , we analyzed myocardial viability as a continuous variable by computing the proportion of viable segments relative to the number of segments analyzed for each individual patient.5,14","此外，我们通过计算每个患者的存活节段相对于分析的节段数量的比例，将心肌活力作为连续变量进行分析。 5,14",0.4,"['proportion', 'variable', 'viable', 'individual', 'continuous', 'addition', 'viability', 'relative', 'number', 'myocardial', 'as', 'each', 'by', 'to', 'we']","['proportion', 'variable', 'viable', 'continuous', 'number', 'to']",1660,"['此外,我们分析了心脏病的可行性作为持续变量,计算了可行分区的比例,与每个患者分析的分区数量相比。']",0.2,"['proportion', 'variable', 'viable', 'individual', 'continuous', 'addition', 'viability', 'relative', 'number', 'myocardial', 'as', 'each', 'by', 'to', 'we']","['proportion', 'variable', 'number']",1660,"此外，我们还将心肌活力作为一个连续变量进行了分析，计算出每个患者相对于所分析的段落数量的可生存段落的比例。5,14",0.3333333333333333,"['proportion', 'variable', 'viable', 'individual', 'continuous', 'addition', 'viability', 'relative', 'number', 'myocardial', 'as', 'each', 'by', 'to', 'we']","['proportion', 'variable', 'continuous', 'number', 'to']",,,,
1674,1661,assessment OF LEFT VENTRICULAR FUNCTION,左心室功能评估,1.0,['assessment'],['assessment'],1661,['空气风力功能评估'],1.0,['assessment'],['assessment'],1661,"Left ventricular function refers to the ability of the left ventricle of the heart to pump blood. The left ventricle is the chamber of the heart that is responsible for pumping oxygenated blood from the lungs to the rest of the body.

中文：

左心室功能评估是指左心房对血液泵功能的能力。左心房是心脏负责从肺部将充满氧气的血液泵入全身其他部位的室壁。",1.0,['assessment'],['assessment'],,,,
1675,1662,"the study protocol specified that patients had to undergo echocardiography , radionuclide scanning , or cardiac magnetic resonance imaging at baseline and at 4 months after randomization .",研究方案规定，患者必须在基线和随机分组后 4 个月时接受超声心动图、放射性核素扫描或心脏磁共振成像。,0.3846153846153846,"['cardiac', 'randomization', 'baseline', 'radionuclide', 'protocol', 'undergo', 'study', 'magnetic resonance imaging', 'scanning', 'after', '4', 'that', 'echocardiography']","['cardiac', 'randomization', 'baseline', 'radionuclide', 'after']",1662,"['研究协议规定,患者必须在基线上进行 echocardiography、 radionuclide 扫描或心脏磁响应图像,并在 randomization 后 4 个月进行。']",0.3076923076923077,"['cardiac', 'randomization', 'baseline', 'radionuclide', 'protocol', 'undergo', 'study', 'magnetic resonance imaging', 'scanning', 'after', '4', 'that', 'echocardiography']","['cardiac', 'baseline', 'protocol', 'after']",1662,研究方案指定患者必须在随机分配的基线和4个月后进行超声心动图、放射性核素扫描或心脏磁共振成像。,0.3846153846153846,"['cardiac', 'randomization', 'baseline', 'radionuclide', 'protocol', 'undergo', 'study', 'magnetic resonance imaging', 'scanning', 'after', '4', 'that', 'echocardiography']","['cardiac', 'randomization', 'baseline', 'radionuclide', 'after']",,,,
1676,1663,details of the methods of assessment of left ventricular volume at each independent core laboratory have been reported previously.15,每个独立核心实验室的左心室容积评估方法的细节以前都有报道。 15,0.75,"['volume', 'core', 'assessment', 'ventricular', 'laboratory', 'independent', 'have', 'each']","['volume', 'core', 'assessment', 'ventricular', 'laboratory', 'have']",1663,['每个独立核心实验室的左<unk>体积评估方法的详细信息已提前报告。'],0.625,"['volume', 'core', 'assessment', 'ventricular', 'laboratory', 'independent', 'have', 'each']","['volume', 'core', 'assessment', 'ventricular', 'laboratory']",1663,之前已经报告过每个独立核心实验室对左心室体积的评估方法的细节。15,0.5,"['volume', 'core', 'assessment', 'ventricular', 'laboratory', 'independent', 'have', 'each']","['volume', 'core', 'assessment', 'laboratory']",,,,
1677,1664,"when more than one imaging method was used for a patient at a single time point , we used a prespecified hierarchical algorithm that was based on the quality of each of the imaging studies to determine the best available method for measurement of the left ventricular ejection fraction.15",当在单个时间点对患者使用多种成像方法时，我们使用基于每项成像研究质量的预先指定的分级算法来确定测量左心室射血分数的最佳可用方法。 15,0.4705882352941176,"['ejection', 'algorithm', 'quality', 'time', 'available', 'ventricular', 'measurement', 'patient', 'method', 'point', 'imaging', 'that', 'each', 'single', 'to', 'determine', 'we']","['algorithm', 'quality', 'time', 'measurement', 'patient', 'point', 'single', 'to']",1664,"['当一个患者在一个时间点使用超过一个图像方法时,我们使用了一个预定的序列算法,该算法是基于图像研究的质量,以确定测量左<unk>排泄分的最佳可用方法。']",0.4117647058823529,"['ejection', 'algorithm', 'quality', 'time', 'available', 'ventricular', 'measurement', 'patient', 'method', 'point', 'imaging', 'that', 'each', 'single', 'to', 'determine', 'we']","['algorithm', 'quality', 'time', 'measurement', 'patient', 'point', 'to']",1664,当一个病人在一个时间点上使用了多种成像方法时，我们使用了一种预先规定的基于每种成像研究质量的分层算法来确定左心室射血分数的最佳测量方法。,0.4117647058823529,"['ejection', 'algorithm', 'quality', 'time', 'available', 'ventricular', 'measurement', 'patient', 'method', 'point', 'imaging', 'that', 'each', 'single', 'to', 'determine', 'we']","['algorithm', 'quality', 'time', 'measurement', 'patient', 'point', 'to']",,,,
1678,1665,"after enrollment , patients were followed every 4 months during the first year and every 6 months thereafter .",入组后，第一年每 4 个月对患者进行一次随访，此后每 6 个月随访一次。,0.6,"['year', 'after', '4', 'and', 'first']","['year', 'after', 'first']",1665,"['在注册后,患者在第一年每4个月,随后每6个月都被跟踪。']",0.6,"['year', 'after', '4', 'and', 'first']","['year', 'after', 'first']",1665,在入学后，病人每4个月在第一年内跟踪一次，此后每6个月跟踪一次。,0.6,"['year', 'after', '4', 'and', 'first']","['year', 'after', 'first']",,,,
1679,1666,the primary outcome was death from any cause .,主要结果是全因死亡。,0.5,"['outcome', 'death', 'primary', 'cause']","['outcome', 'death']",1666,['主要的结果是任何原因的死亡。'],1.0,"['outcome', 'death', 'primary', 'cause']","['outcome', 'death', 'primary', 'cause']",1666,主要结局是死于任何原因。,0.5,"['outcome', 'death', 'primary', 'cause']","['death', 'cause']",,,,
1680,1667,secondary end points were death from cardiovascular causes and a composite of death from any cause or hospitalization for cardiovascular causes .,次要终点是心血管原因死亡以及任何原因死亡或心血管原因住院的复合终点。,0.625,"['composite', 'cardiovascular', 'death', 'hospitalization', 'end points', 'cause', 'secondary', 'and']","['cardiovascular', 'death', 'hospitalization', 'end points', 'cause']",1667,['二次终点是心血管原因死亡和任何原因或心血管原因的住院死亡的组成部分。'],0.625,"['composite', 'cardiovascular', 'death', 'hospitalization', 'end points', 'cause', 'secondary', 'and']","['cardiovascular', 'death', 'hospitalization', 'end points', 'cause']",1667,继续性指标包括心血管原因死亡和任何原因死亡或心血管原因住院的综合情况。,0.5,"['composite', 'cardiovascular', 'death', 'hospitalization', 'end points', 'cause', 'secondary', 'and']","['cardiovascular', 'death', 'hospitalization', 'cause']",,,,
1681,1668,definitions of the trial end points have been reported previously.13,之前已经报告了试验终点的定义。 13,0.3333333333333333,"['end points', 'trial', 'have']",['end points'],1668,['审判终点的定义已被提交。13'],0.6666666666666666,"['end points', 'trial', 'have']","['end points', 'trial']",1668,之前已经报告了审判终点的定义。13,0.6666666666666666,"['end points', 'trial', 'have']","['end points', 'trial']",,,,
1682,1669,"other assessments included the difference between patients who had myocardial viability and those who did not with respect to the incidence of death from any cause and the incidence of death from cardiovascular causes ; the interaction between treatment assignment and myocardial viability status with respect to death from any cause , death from cardiovascular causes , and a composite of death from any cause or hospitalization for cardiovascular causes ; the difference between patients who had improvement in left ventricular ejection fraction and those who did not , among patients who were alive at 4 months , with respect to subsequent death from any cause and death from cardiovascular causes ; and the interaction between improvement in left ventricular ejection fraction and myocardial viability status with respect to death from any cause and death from cardiovascular causes .",其他评估包括在任何原因死亡发生率和心血管原因死亡发生率方面，具有心肌存活能力的患者与不具有心肌存活能力的患者之间的差异；关于任何原因死亡、心血管原因死亡以及任何原因死亡或因心血管原因住院的复合，治疗分配与心肌存活状态之间的相互作用；在存活 4 个月的患者中，左心室射血分数有改善的患者与没有改善的患者之间在随后的任何原因死亡和心血管原因死亡方面的差异；以及左心室射血分数改善与心肌活力状态之间的交互作用，与全因死亡和心血管原因死亡有关。,0.4782608695652174,"['composite', 'improvement', 'incidence', 'cardiovascular', 'who', 'death', 'viability', 'difference', 'status', 'hospitalization', 'treatment', 'cause', 'ventricular', 'interaction', 'subsequent', 'myocardial', '4', 'assignment', 'with', 'respect', 'ejection fraction', 'to', 'and']","['improvement', 'incidence', 'cardiovascular', 'death', 'difference', 'status', 'hospitalization', 'treatment', 'cause', 'ejection fraction', 'to']",1669,"['其他评估包括患有心血管生存率的患者和不因任何原因而死亡的患者之间的差异,以及因心血管原因而死亡的患者之间的差异,以及因心血管原因而死亡,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心血管原因而死亡的组成,以及因心']",0.217391304347826,"['composite', 'improvement', 'incidence', 'cardiovascular', 'who', 'death', 'viability', 'difference', 'status', 'hospitalization', 'treatment', 'cause', 'ventricular', 'interaction', 'subsequent', 'myocardial', '4', 'assignment', 'with', 'respect', 'ejection fraction', 'to', 'and']","['cardiovascular', 'death', 'difference', 'cause', 'and']",1669,其他评估包括心肌可活性与否患者的死亡率及心血管死亡率差异；治疗分配与心肌可活性状态交互作用与死亡率、心血管死亡率有关，死亡率或心血管住院率差异；存活4个月的患者中左心室射血分数改善与否患者随后死亡率及心血管死亡率的差异；左心室射血分数改善与心肌可活性状态的交互作用与死亡率和心血管死亡率有关。,0.3478260869565217,"['composite', 'improvement', 'incidence', 'cardiovascular', 'who', 'death', 'viability', 'difference', 'status', 'hospitalization', 'treatment', 'cause', 'ventricular', 'interaction', 'subsequent', 'myocardial', '4', 'assignment', 'with', 'respect', 'ejection fraction', 'to', 'and']","['improvement', 'cardiovascular', 'death', 'difference', 'status', 'hospitalization', 'treatment', 'ejection fraction']",,,,
1683,1670,a generalized linear model was used to assess differences in the change in left ventricular ejection fraction in various subgroups of patients .,广义线性模型用于评估不同患者亚组左心室射血分数变化的差异。,0.625,"['various', 'ventricular', 'generalized', 'linear model', 'assess', 'change', 'ejection fraction', 'to']","['linear model', 'assess', 'change', 'ejection fraction', 'to']",1670,['一般化线性模型被用来评估患者的不同子群中的左<unk>排泄分裂的变化差异。'],0.375,"['various', 'ventricular', 'generalized', 'linear model', 'assess', 'change', 'ejection fraction', 'to']","['linear model', 'assess', 'change']",1670,一般化線性模型被用來評估不同患者群體中左室射血分數改變的差異。,0.0,"['various', 'ventricular', 'generalized', 'linear model', 'assess', 'change', 'ejection fraction', 'to']",[],,,,
